,timestamp,Temps écoulé,4069 state,Battery voltage,Flow SP,Unit Code,Flow M,Pressure,Temperature,Latitude,Longitude,Altitude,Head. Rel. True North,Pressure.1,Temperature.1,Humidity,MDA Wnd Dir,MDA Wnd Speed,MWD Wind Dir,MWD Wind Speed,Gaz Concentration 1,Gaz Concentration 2,Gaz Concentration 3,Gaz Concentration 4,SPA 1,SPA 2,Cellule Photo,Temperature.2,Pressure.2,Flow MassFlow 1,NOTUSED Flow MassFlow 2,Flow,Humidity.1,Test,Details,SPA 3,SPA 4,CavityPressure,CavityTemp,CH4,CH4_dry,C2H6,C2H6_dry,13CH4,H2O,CO2,C2C1Ratio,Delta_iCH4_Raw,HP_Delta_iCH4_30s,HP_Delta_iCH4_2min,HP_Delta_iCH4_5min
0,1570007462000,0,1.01,888888.0,9.0,17.0,0.0,1.008,19.933,43.247596,-0.384963,91.6,34.2,1.015,14.6,87.1,323.6,1.7,324.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1570007463000,1,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247597,-0.384963,91.7,34.2,1.015,14.6,87.2,317.7,2.2,320.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1570007464000,2,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247597,-0.384963,91.7,34.2,1.015,14.6,87.2,317.7,2.2,320.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1570007465000,3,1.01,888888.0,9.0,17.0,0.0,1.008,19.944000000000003,43.247597,-0.384963,91.7,34.2,1.015,14.6,87.2,317.7,2.2,320.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1570007466000,4,1.01,888888.0,9.0,17.0,0.0,1.008,19.944000000000003,43.247597,-0.384963,91.8,34.2,1.015,14.6,87.2,316.8,3.4,315.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1570007467000,5,1.01,888888.0,9.0,17.0,0.0,1.008,19.944000000000003,43.247597,-0.384963,91.8,34.2,1.015,14.6,87.2,316.8,3.4,315.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1570007468000,6,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247597,-0.384963,91.8,34.2,1.015,14.6,87.2,316.8,3.4,315.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1570007469000,7,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247597999999996,-0.384964,91.9,34.1,1.015,14.6,87.2,290.8,2.8,292.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1570007470000,8,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247597999999996,-0.384964,91.9,34.1,1.015,14.6,87.2,290.8,2.8,292.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1570007471000,9,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247597999999996,-0.384964,91.9,34.1,1.015,14.6,87.2,290.8,2.8,292.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1570007472000,10,1.01,888888.0,9.0,17.0,0.0,1.008,19.944000000000003,43.247599,-0.384965,91.8,34.2,1.015,14.6,87.2,302.3,2.9,301.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1570007473000,11,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247599,-0.384965,91.8,34.2,1.015,14.6,87.2,302.3,2.9,301.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1570007474000,12,1.01,888888.0,9.0,17.0,0.0,1.008,19.944000000000003,43.247599,-0.384965,91.8,34.2,1.015,14.6,87.2,302.3,2.9,301.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1570007475000,13,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.2476,-0.384966,91.4,34.1,1.015,14.6,87.2,289.4,2.9,294.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1570007476000,14,1.01,888888.0,9.0,17.0,0.0,1.008,19.944000000000003,43.2476,-0.384966,91.4,34.1,1.015,14.6,87.2,289.4,2.9,294.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1570007477000,15,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.2476,-0.384966,91.4,34.1,1.015,14.6,87.2,289.4,2.9,294.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1570007478000,16,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247599,-0.384963,91.1,34.1,1.015,14.6,87.2,291.1,3.1,299.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1570007479000,17,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247599,-0.384963,91.1,34.1,1.015,14.6,87.2,291.1,3.1,299.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1570007480000,18,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247599,-0.384963,91.1,34.1,1.015,14.6,87.2,291.1,3.1,299.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1570007481000,19,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247597,-0.384961,91.0,34.2,1.015,14.6,87.2,300.7,3.0,297.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1570007482000,20,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247597,-0.384961,91.0,34.2,1.015,14.6,87.2,300.7,3.0,297.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1570007483000,21,1.01,888888.0,9.0,17.0,0.0,1.008,19.955,43.247597,-0.384961,91.0,34.2,1.015,14.6,87.2,300.7,3.0,297.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1570007484000,22,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247596,-0.38495999999999997,91.3,34.1,1.015,14.6,87.2,296.6,3.0,298.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1570007485000,23,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247596,-0.38495999999999997,91.3,34.1,1.015,14.6,87.2,296.6,3.0,298.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1570007486000,24,1.01,888888.0,9.0,17.0,0.0,1.008,19.977,43.247596,-0.38495999999999997,91.3,34.1,1.015,14.6,87.2,296.6,3.0,298.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1570007487000,25,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247595000000004,-0.38495799999999997,91.5,34.2,1.015,14.6,87.2,285.9,2.6,298.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1570007488000,26,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247595000000004,-0.38495799999999997,91.5,34.2,1.015,14.6,87.2,285.9,2.6,298.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1570007489000,27,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247595000000004,-0.38495799999999997,91.5,34.2,1.015,14.6,87.2,285.9,2.6,298.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1570007490000,28,1.01,888888.0,9.0,17.0,0.0,1.008,19.988,43.247594,-0.384956,91.7,34.2,1.015,14.6,87.3,277.7,2.2,275.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1570007491000,29,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247594,-0.384956,91.7,34.2,1.015,14.6,87.3,277.7,2.2,275.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1570007492000,30,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247594,-0.384956,91.7,34.2,1.015,14.6,87.3,277.7,2.2,275.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1570007493000,31,1.01,888888.0,9.0,17.0,0.0,1.008,19.965999999999998,43.247595000000004,-0.384956,91.9,34.2,1.015,14.6,87.3,294.8,2.8,291.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1570007494000,32,1.01,888888.0,9.0,17.0,0.0,1.008,19.977,43.247595000000004,-0.384956,91.9,34.2,1.015,14.6,87.3,294.8,2.8,291.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1570007495000,33,1.01,888888.0,9.0,17.0,0.0,1.008,19.988,43.247595000000004,-0.384956,91.9,34.2,1.015,14.6,87.3,294.8,2.8,291.9,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1570007496000,34,1.01,888888.0,9.0,17.0,0.0,1.008,19.977,43.247596,-0.38495799999999997,92.2,34.1,1.015,14.6,87.3,287.5,3.1,286.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1570007497000,35,1.01,888888.0,9.0,17.0,0.0,1.008,19.988,43.247596,-0.38495799999999997,92.2,34.1,1.015,14.6,87.3,287.5,3.1,286.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1570007498000,36,1.01,888888.0,9.0,17.0,0.0,1.008,19.977,43.247596,-0.38495799999999997,92.2,34.1,1.015,14.6,87.3,287.5,3.1,286.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1570007499000,37,1.01,888888.0,9.0,17.0,0.0,1.008,19.977,43.247597,-0.384961,92.3,34.2,1.015,14.6,87.3,285.5,2.9,288.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1570007500000,38,1.01,888888.0,9.0,17.0,0.0,1.008,19.988,43.247597,-0.384961,92.3,34.2,1.015,14.6,87.3,285.5,2.9,288.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1570007501000,39,1.01,888888.0,9.0,17.0,0.0,1.008,19.977,43.247597,-0.384961,92.3,34.2,1.015,14.6,87.3,285.5,2.9,288.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1570007502000,40,1.01,888888.0,9.0,17.0,0.0,1.008,19.988,43.247597999999996,-0.384963,92.3,34.2,1.015,14.6,87.4,296.8,2.6,278.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1570007503000,41,1.01,888888.0,9.0,17.0,0.0,1.008,19.977,43.247597999999996,-0.384963,92.3,34.2,1.015,14.6,87.4,296.8,2.6,278.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
