,timestamp,Temps écoulé,4069 state,Battery voltage,Flow SP,Unit Code,Flow M,Pressure,Temperature,Latitude,Longitude,Altitude,Head. Rel. True North,Pressure.1,Temperature.1,Humidity,MDA Wnd Dir,MDA Wnd Speed,MWD Wind Dir,MWD Wind Speed,Gaz Concentration 1,Gaz Concentration 2,Gaz Concentration 3,Gaz Concentration 4,SPA 1,SPA 2,Cellule Photo,Temperature.2,Pressure.2,Flow MassFlow 1,NOTUSED Flow MassFlow 2,Flow,Humidity.1,Test,Details,SPA 3,SPA 4,CavityPressure,CavityTemp,CH4,CH4_dry,C2H6,C2H6_dry,13CH4,H2O,CO2,C2C1Ratio,Delta_iCH4_Raw,HP_Delta_iCH4_30s,HP_Delta_iCH4_2min,HP_Delta_iCH4_5min
87,1570007549000,87,1.01,888888.0,9.0,17.0,0.17,1.008,20.031,43.247599,-0.38497,93.5,34.2,1.015,14.6,87.4,313.2,2.1,310.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1570007550000,88,1.01,888888.0,9.0,17.0,0.16,1.008,20.043,43.2476,-0.38497,93.6,34.1,1.015,14.6,87.4,301.5,2.1,304.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1570007551000,89,1.01,888888.0,9.0,17.0,0.17,1.008,20.043,43.2476,-0.38497,93.6,34.1,1.015,14.6,87.4,301.5,2.1,304.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1570007552000,90,1.01,888888.0,9.0,17.0,0.17,1.008,20.043,43.2476,-0.38497,93.6,34.1,1.015,14.6,87.4,301.5,2.1,304.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1570007553000,91,1.01,888888.0,9.0,17.0,0.15,1.008,20.031,43.2476,-0.384971,93.4,34.1,1.015,14.6,87.5,304.1,2.6,304.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1570007554000,92,1.01,888888.0,9.0,17.0,0.16,1.008,20.031,43.2476,-0.384971,93.4,34.1,1.015,14.6,87.5,304.1,2.6,304.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1570007555000,93,1.01,888888.0,9.0,17.0,0.15,1.008,20.043,43.2476,-0.384971,93.4,34.1,1.015,14.6,87.5,304.1,2.6,304.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1570007556000,94,1.01,888888.0,9.0,17.0,0.16,1.008,20.021,43.247601,-0.384972,93.2,34.1,1.015,14.6,87.5,314.2,3.4,309.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1570007557000,95,1.01,888888.0,9.0,17.0,0.16,1.008,20.043,43.247601,-0.384972,93.2,34.1,1.015,14.6,87.5,314.2,3.4,309.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1570007558000,96,1.01,888888.0,9.0,17.0,0.17,1.008,20.053,43.247601,-0.384972,93.2,34.1,1.015,14.6,87.5,314.2,3.4,309.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1570007559000,97,1.01,888888.0,9.0,17.0,0.17,1.008,20.053,43.247601,-0.384973,93.0,34.2,1.015,14.6,87.5,300.3,3.3,307.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1570007560000,98,1.01,888888.0,9.0,17.0,0.17,1.008,20.053,43.247601,-0.384973,93.0,34.2,1.015,14.6,87.5,300.3,3.3,307.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1570007561000,99,1.01,888888.0,9.0,17.0,0.16,1.008,20.064,43.247601,-0.384973,93.0,34.2,1.015,14.6,87.5,300.3,3.3,307.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1570007562000,100,1.01,888888.0,9.0,17.0,0.17,1.008,20.031,43.247602,-0.384973,92.9,34.2,1.015,14.6,87.5,304.0,3.3,301.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1570007563000,101,1.01,888888.0,9.0,17.0,0.16,1.008,20.043,43.247602,-0.384973,92.9,34.2,1.015,14.6,87.5,304.0,3.3,301.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1570007564000,102,1.01,888888.0,9.0,17.0,0.17,1.008,20.053,43.247602,-0.384973,92.9,34.2,1.015,14.6,87.5,304.0,3.3,301.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1570007565000,103,1.01,888888.0,9.0,17.0,0.17,1.008,20.053,43.247602,-0.384974,92.9,34.2,1.015,14.6,87.5,295.9,2.6,299.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1570007566000,104,1.01,888888.0,9.0,17.0,0.17,1.008,20.053,43.247602,-0.384974,92.9,34.2,1.015,14.6,87.5,295.9,2.6,299.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1570007567000,105,1.01,888888.0,9.0,17.0,0.16,1.008,20.064,43.247602,-0.384974,92.9,34.2,1.015,14.6,87.5,295.9,2.6,299.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1570007568000,106,1.01,888888.0,9.0,17.0,0.15,1.008,20.064,43.247602,-0.384973,92.9,34.2,1.015,14.6,87.5,297.7,2.9,287.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1570007569000,107,1.01,888888.0,9.0,17.0,0.16,1.008,20.043,43.247602,-0.384973,92.9,34.2,1.015,14.6,87.5,297.7,2.9,287.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1570007570000,108,1.01,888888.0,9.0,17.0,0.16,1.008,20.043,43.247602,-0.384973,92.9,34.2,1.015,14.6,87.5,297.7,2.9,287.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1570007571000,109,1.01,888888.0,9.0,17.0,0.15,1.008,20.064,43.247601,-0.384973,92.9,34.1,1.015,14.6,87.5,304.0,2.3,306.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1570007572000,110,1.01,888888.0,9.0,17.0,0.16,1.008,20.043,43.247601,-0.384973,92.9,34.1,1.015,14.6,87.5,304.0,2.3,306.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1570007573000,111,1.01,888888.0,9.0,17.0,0.16,1.008,20.053,43.247601,-0.384973,92.9,34.1,1.015,14.6,87.5,304.0,2.3,306.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1570007574000,112,1.01,888888.0,9.0,17.0,0.16,1.008,20.064,43.247601,-0.384973,93.0,34.1,1.015,14.6,87.5,301.3,2.0,298.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1570007575000,113,1.01,888888.0,9.0,17.0,0.17,1.008,20.075,43.247601,-0.384973,93.0,34.1,1.015,14.6,87.5,301.3,2.0,298.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1570007576000,114,1.01,888888.0,9.0,17.0,0.18,1.008,20.075,43.247601,-0.384973,93.0,34.1,1.015,14.6,87.5,301.3,2.0,298.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1570007577000,115,1.01,888888.0,9.0,17.0,0.15,1.008,20.064,43.2476,-0.384972,92.9,34.2,1.015,14.6,87.5,300.7,2.5,299.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1570007578000,116,1.01,888888.0,9.0,17.0,0.16,1.008,20.075,43.2476,-0.384972,92.9,34.2,1.015,14.6,87.5,300.7,2.5,299.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,1570007579000,117,1.01,888888.0,9.0,17.0,0.15,1.008,20.064,43.2476,-0.384972,92.9,34.2,1.015,14.6,87.5,300.7,2.5,299.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1570007580000,118,1.01,888888.0,9.0,17.0,0.17,1.008,20.075,43.2476,-0.384971,92.7,34.2,1.015,14.6,87.5,306.3,2.9,301.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,1570007581000,119,1.01,888888.0,9.0,17.0,0.16,1.008,20.075,43.2476,-0.384971,92.7,34.2,1.015,14.6,87.5,306.3,2.9,301.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1570007582000,120,1.01,888888.0,9.0,17.0,0.17,1.008,20.075,43.2476,-0.384971,92.7,34.2,1.015,14.6,87.5,306.3,2.9,301.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1570007583000,121,1.01,888888.0,9.0,17.0,0.17,1.008,20.086,43.2476,-0.384972,92.5,34.2,1.015,14.6,87.5,296.0,3.1,297.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1570007584000,122,1.01,888888.0,9.0,17.0,0.16,1.008,20.075,43.2476,-0.384972,92.5,34.2,1.015,14.6,87.5,296.0,3.1,297.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1570007585000,123,1.01,888888.0,9.0,17.0,0.15,1.008,20.075,43.2476,-0.384972,92.5,34.2,1.015,14.6,87.5,296.0,3.1,297.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1570007586000,124,1.01,888888.0,9.0,17.0,0.16,1.008,20.075,43.2476,-0.384972,92.2,34.2,1.015,14.6,87.5,302.6,3.1,304.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,1570007587000,125,1.01,888888.0,9.0,17.0,0.16,1.008,20.075,43.2476,-0.384972,92.2,34.2,1.015,14.6,87.5,302.6,3.1,304.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1570007588000,126,1.01,888888.0,9.0,17.0,0.17,1.008,20.086,43.2476,-0.384972,92.2,34.2,1.015,14.6,87.5,302.6,3.1,304.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,1570007589000,127,1.01,888888.0,9.0,17.0,0.16,1.008,20.097,43.247601,-0.384972,91.9,34.3,1.015,14.6,87.6,283.0,3.2,284.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1570007590000,128,1.01,888888.0,9.0,17.0,0.16,1.008,20.075,43.247601,-0.384972,91.9,34.3,1.015,14.6,87.6,283.0,3.2,284.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1570007591000,129,1.01,888888.0,9.0,17.0,0.15,1.008,20.075,43.247601,-0.384972,91.9,34.3,1.015,14.6,87.6,283.0,3.2,284.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,1570007592000,130,1.01,888888.0,9.0,17.0,0.17,1.008,20.086,43.247601,-0.384972,91.7,34.1,1.015,14.6,87.5,275.5,2.5,278.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,1570007593000,131,1.01,888888.0,9.0,17.0,0.16,1.008,20.097,43.247601,-0.384972,91.7,34.1,1.015,14.6,87.5,275.5,2.5,278.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1570007594000,132,1.01,888888.0,9.0,17.0,0.16,1.008,20.086,43.247601,-0.384972,91.7,34.1,1.015,14.6,87.5,275.5,2.5,278.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
